,valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
17647,0.9490000000000001,2010,0.332,['Bruno Mars'],0.738,190213,0.804,0,1ExfPZEiahqhLyajhybFeS,0.0,11,0.27899999999999997,-3.8510000000000004,1,The Lazy Song,71,2010-10-05,0.0621,174.94299999999996
17648,0.40399999999999997,2010,0.0124,"['Rick Ross', 'Drake', 'Chrisette Michele']",0.57,270627,0.58,1,5W7xC99N2Zzfh69r7I7zWK,0.0,1,0.0498,-5.5470000000000015,1,Aston Martin Music,69,2010-01-01,0.21,171.812
17649,0.9570000000000001,2010,0.0489,['Prince Royce'],0.7040000000000001,211453,0.83,0,0u4N6w5lBw5xMrzJitRWUo,0.0,11,0.111,-3.139,1,Corazon Sin Cara,73,2010,0.0297,127.103
17650,0.20600000000000002,2010,0.0175,"['Kanye West', 'Rick Ross']",0.435,351947,0.76,1,1UGD3lW3tDmgZfAVDh6w7r,0.0,8,0.158,-4.935,0,Devil In A New Dress,71,2010-11-22,0.0721,80.082
17651,0.231,2010,0.0927,['Lady A'],0.5870000000000001,277573,0.622,0,11EX5yhxr9Ihl3IN1asrfK,0.0006360000000000001,4,0.2,-5.535,1,Need You Now,69,2010-01-01,0.0303,107.943
17652,0.48100000000000004,2010,0.8340000000000001,['Train'],0.461,205453,0.267,0,2MWOqewf5j0qf2b6S5J6cS,2.0300000000000002e-05,0,0.107,-8.514,1,Marry Me,73,2010-12-01,0.0278,87.91799999999998
17653,0.853,2010,0.063,"['Kid Cudi', 'Kanye West']",0.687,192253,0.631,1,6XkuklKiHYVTlVvWlTgQYP,0.0,9,0.10800000000000001,-5.612,1,Erase Me - Main,69,2010-11-09,0.129,186.071
17654,0.0963,2010,0.00244,"['Kanye West', 'JAY-Z', 'Rick Ross', 'Nicki Minaj', 'Bon Iver']",0.628,378893,0.6920000000000001,1,1ZHYJ2Wwgxes4m8Ba88PeK,0.0129,2,0.6679999999999999,-5.64,1,Monster,72,2010-11-22,0.20199999999999999,124.887
17655,0.10300000000000001,2010,0.0421,['Nelly'],0.531,237800,0.752,0,3ZdJffjzJWFimSQyxgGIxN,0.0,1,0.12,-6.1610000000000005,1,Just A Dream,74,2010-11-12,0.0305,89.917
17656,0.738,2010,0.129,['CeeLo Green'],0.69,222933,0.8340000000000001,1,4ycLiPVzE5KamivXrAzGFG,0.0,0,0.136,-5.79,1,Fuck You,67,2010-11-09,0.0566,127.43
17657,0.653,2010,0.00987,['Kesha'],0.736,204760,0.8170000000000001,0,3LUWWox8YYykohBbHUrrxd,0.0016699999999999998,8,0.11699999999999999,-4.9,1,We R Who We R,72,2010-11-19,0.0407,119.95
17658,0.509,2010,0.0353,['Mac Miller'],0.667,202807,0.922,1,3uYm4MtU6jUQft2DtGqEoZ,0.0,4,0.364,-4.857,0,Knock Knock,70,2010,0.128,108.95200000000001
17659,0.578,2010,0.128,['Jason Derulo'],0.442,215747,0.83,0,6BaxqcoEM9r3LXisTyJjST,0.0,9,0.129,-4.02,1,Ridin' Solo,66,2010-02-24,0.146,89.338
17660,0.72,2010,0.00125,['Katy Perry'],0.652,230733,0.812,0,3avYqdwHKEq8beXbeWCKqJ,3.01e-05,3,0.667,-3.7969999999999997,0,Last Friday Night (T.G.I.F.),67,2010-01-01,0.0409,126.023
17661,0.326,2010,0.198,"['Usher', 'will.i.am']",0.7809999999999999,269493,0.745,0,1bM50INir8voAkVoKuvEUI,1.1400000000000001e-05,4,0.36,-5.81,0,OMG (feat. will.i.am),72,2010-03-30,0.0332,129.998
17662,0.17,2010,0.317,['Jeremih'],0.539,256867,0.424,0,6PmjWl0phNxc0R5OwkDdiZ,0.0,11,0.10800000000000001,-9.361,1,Love Don't Change,69,2010-01-01,0.0406,118.071
17663,0.44799999999999995,2010,0.027999999999999997,['The Black Keys'],0.705,191800,0.735,0,0grFc6klR3hxoHLcgCYsF4,0.0783,11,0.11199999999999999,-6.646,1,Howlin' for You,67,2010-05-18,0.0931,132.627
17664,0.233,2010,0.00031800000000000003,['Avenged Sevenfold'],0.5539999999999999,374453,0.9490000000000001,1,4UEo1b0wWrtHMC8bVqPiH8,9.98e-05,2,0.2,-4.928,1,Nightmare,72,2010-07-23,0.0787,129.984
17665,0.594,2010,0.0369,"['Jeremih', '50 Cent']",0.7,228453,0.598,0,0x3TibRgnSqzkcwrqBd4iX,0.0,2,0.111,-7.782999999999999,1,Down On Me,71,2010-01-01,0.114,160.041
17666,0.5710000000000001,2010,0.0078,['Kesha'],0.71,194253,0.68,0,3JTMWdhcJPiegDSe7SvZS3,0.0165,1,0.0493,-4.676,1,Cannibal,72,2010-11-19,0.106,129.971
17667,0.835,2010,0.0105,['Rihanna'],0.769,243600,0.684,0,7ySUcLPVX7KudhnmNcgY2D,0.000125,1,0.0887,-5.019,1,S&M,72,2010-01-01,0.0411,127.97200000000001
17668,0.267,2010,0.0139,"['My Darkest Days', 'Zakk Wylde']",0.47700000000000004,199013,0.917,0,3Q8zopc4ABXhysDb1sgLVW,0.0,2,0.0756,-3.3989999999999996,1,Porn Star Dancing,67,2010-01-01,0.0814,160.02100000000004
17669,0.581,2010,0.389,['Kid Cudi'],0.6709999999999999,294227,0.726,0,393MDhe62s8hbH8ETrlxe5,0.882,7,0.14,-8.689,1,Mr. Rager,68,2010-11-09,0.0272,102.00200000000001
17670,0.743,2010,0.00627,"['Shakira', 'Freshlyground']",0.7659999999999999,202627,0.873,0,2Cd9iWfcOpGDHLz6tVA3G4,0.0,11,0.0764,-6.381,0,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),77,2010-05-07,0.14300000000000002,126.988
17671,0.575,2010,0.132,['Dr. Dog'],0.45399999999999996,234800,0.82,0,0UV5zxRMz6AO4ZwUOZNIKI,0.0009689999999999999,2,0.115,-4.1930000000000005,1,Where'd All the Time Go?,67,2010-11-02,0.0567,166.303
17672,0.27699999999999997,2010,0.0139,"['DJ Khaled', 'Ludacris', 'T-Pain', 'Snoop Dogg', 'Rick Ross']",0.545,232507,0.7809999999999999,1,12PNcnMsjsZ3eHm62t8hiy,0.0,10,0.161,-3.616,1,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",71,2010-03-02,0.185,150.097
17673,0.638,2010,0.11199999999999999,['Rihanna'],0.789,235493,0.706,0,2ENexcMEMsYk0rVJigVD3i,1.7100000000000002e-05,11,0.0586,-4.2330000000000005,0,Only Girl (In The World),72,2010-01-01,0.0429,125.911
17674,0.568,2010,0.00025,['Two Door Cinema Club'],0.442,167773,0.872,0,0Hrd6CSafHHqKptyFppmqH,1.74e-05,2,0.0602,-5.072,1,Undercover Martyn,65,2010-02-17,0.12300000000000001,159.86700000000005
17675,0.9,2010,0.203,['Keri Hilson'],0.6659999999999999,243920,0.87,0,2Adn2LNgkHMH5TelQVAu4n,0.0,11,0.0851,-5.004,0,Pretty Girl Rock,67,2010-01-01,0.24600000000000002,160.014
17676,0.7859999999999999,2010,0.22399999999999998,['Rodney Atkins'],0.612,207040,0.7909999999999999,0,5zGqTc1WQUe8XqqdnrpKTV,0.0,6,0.11199999999999999,-3.5189999999999997,1,Farmer's Daughter,66,2010-06-29,0.0291,133.977
17677,0.7559999999999999,2010,0.006809999999999999,['Kesha'],0.826,187133,0.612,0,6vc2Jq2vaGu8z326kSrw92,0.0,1,0.0889,-3.891,1,Your Love Is My Drug,69,2010-01-01,0.0982,120.057
17678,0.262,2010,0.18600000000000005,['Black Eyed Peas'],0.659,219427,0.628,0,3JA9Jsuxr4xgHXEawAdCp4,0.0,0,0.105,-8.685,0,Just Can’t Get Enough,73,2010-01-01,0.179,94.05
17679,0.851,2010,0.0266,['Jason Derulo'],0.762,199027,0.748,0,5BoIP8Eha5hwmRVURkC2Us,0.0,0,0.348,-4.15,0,In My Head,64,2010-02-24,0.033,110.009
17680,0.757,2010,0.172,"['Ludacris', 'Nicki Minaj']",0.624,216933,0.723,1,3bMNprrp2JDKZsGbiXpsJl,0.0,1,0.483,-6.782,1,My Chick Bad,66,2010-01-01,0.37799999999999995,84.789
17681,0.591,2010,0.0162,['Katy Perry'],0.7190000000000001,227741,0.7979999999999999,0,5jzKL4BDMClWqRguW5qZvh,2.34e-06,10,0.134,-4.582,1,Teenage Dream,66,2010-01-01,0.0361,120.01100000000001
17682,0.629,2010,0.00155,"['Taio Cruz', 'Ludacris']",0.6659999999999999,186267,0.899,0,1CdqVF1ywD0ZO1zXtB9yWa,0.0,8,0.0677,-4.676,1,Break Your Heart,66,2010-01-01,0.027999999999999997,122.05
17683,0.642,2010,0.42,['Josh Turner'],0.677,192800,0.7759999999999999,0,2p07VcUwRZ5sru3mJ0JogS,0.0006889999999999999,5,0.0954,-5.933,1,Why Don't We Just Dance,65,2010,0.0386,121.834
17684,0.16899999999999998,2010,0.8290000000000001,"['Mandy Moore', 'Zachary Levi']",0.281,224240,0.139,0,6klpXs2uAjagnZMFkt4qkl,0.0,5,0.0725,-14.392000000000001,1,"I See the Light - From ""Tangled"" / Soundtrack Version",70,2010-01-01,0.0305,92.64
17685,0.41,2010,0.0116,['Sick Puppies'],0.488,187347,0.8420000000000001,1,5omWAB5iNMHvbAfBSzkdu8,0.0012699999999999999,6,0.146,-5.926,1,You're Going Down,64,2010-01-01,0.0469,90.00299999999999
17686,0.659,2010,0.297,"['Travie McCoy', 'Bruno Mars']",0.633,211160,0.6729999999999999,1,2M9ULmQwTaTGmAdXaXpfz5,0.0,6,0.20600000000000002,-6.403,0,Billionaire (feat. Bruno Mars),72,2010-03-09,0.258,86.77600000000002
17687,0.787,2010,0.0127,"['B.o.B', 'Rivers Cuomo']",0.5489999999999999,196133,0.932,0,5uHYcK0nbEYgRaFTY5BqnP,0.0,8,0.34700000000000003,-4.11,0,Magic (feat. Rivers Cuomo),67,2010-04-27,0.34299999999999997,82.439
17688,0.11800000000000001,2010,0.0207,"['Kanye West', 'Kid Cudi', 'Raekwon']",0.598,357653,0.713,1,23SZWX2IaDnxmhFsSLvkG2,0.000175,6,0.431,-3.625,0,Gorgeous,69,2010-11-22,0.0326,91.964
17689,0.45,2010,0.0107,['Drake'],0.35,233560,0.845,1,6BdgtqiV3oXNqBikezwdvC,0.0,7,0.12300000000000001,-5.614,1,Over,64,2010-01-01,0.2,99.64299999999999
17690,0.47200000000000003,2010,7.190000000000001e-05,['Godsmack'],0.5429999999999999,201667,0.8079999999999999,1,4a9i7rCLfPjbS1sNamZeQN,0.00336,10,0.114,-5.484,1,Cryin' Like A Bitch!!,66,2010-01-01,0.0407,95.19
17691,0.591,2010,0.00238,['Get Scared'],0.387,198080,0.929,0,40i81AcCCxiVEFUWElcjZC,7.22e-06,7,0.314,-4.825,0,Sarcasm,64,2010-01-01,0.161,180.359
17692,0.687,2010,0.23399999999999999,['Eminem'],0.679,279013,0.9079999999999999,1,4SE4yewyGpOYfxfx59Yjc5,0.0,8,0.0821,-3.411,1,Cinderella Man,70,2010-06-18,0.20199999999999999,85.91799999999998
17693,0.557,2010,0.0981,['Turnpike Troubadours'],0.47600000000000003,252480,0.652,0,0kOG4bwpKgRlcJw1NA6csR,0.0,9,0.0923,-5.7829999999999995,1,Long Hot Summer Day,64,2010-08-31,0.0277,145.356
17694,0.677,2010,0.0987,['Big Time Rush'],0.614,201040,0.857,0,1rKBOL9kJfX1Y4C3QaOvRH,0.0,1,0.177,-4.171,0,Boyfriend,64,2010-10-11,0.111,164.146
17695,0.871,2010,0.25,['Bruno Mars'],0.6559999999999999,147747,0.767,0,5MMLS3xm12D7N26xlfFApr,0.0,11,0.114,-3.0380000000000003,1,Runaway Baby,67,2010-10-05,0.0396,163.834
17696,0.33,2010,0.11900000000000001,"['Eminem', 'Lil Wayne']",0.522,299507,0.932,1,7bHT9osSq1rwT2yaImzqCi,0.0,11,0.177,-2.87,1,No Love,70,2010-06-18,0.255,129.47299999999998
17697,0.6579999999999999,2010,0.00265,['Taylor Swift'],0.624,230707,0.757,0,0dBW6ZsW8skfvoRfgeerBF,1.87e-06,7,0.18899999999999997,-2.94,1,Mine,63,2010-10-25,0.0296,121.07
17698,0.429,2010,0.00075,['Volbeat'],0.374,263080,0.903,0,0hTiTU0yqthnByyZDD3bcc,5.85e-06,10,0.244,-4.49,1,A Warrior's Call,64,2010,0.0825,109.118
17699,0.473,2010,0.0283,"['Flo Rida', 'David Guetta']",0.616,234560,0.8690000000000001,0,6ebkx7Q5tTxrCxKq4GYj0Y,0.0,0,0.064,-3.911,1,Club Can't Handle Me (feat. David Guetta),74,2010-11-24,0.0327,127.96600000000001
17700,0.583,2010,0.198,['Waka Flocka Flame'],0.611,246387,0.66,1,3XQY8kDjI8LARMIC9xkxQk,0.0,11,0.365,-5.882999999999999,1,Hard in Da Paint,65,2010-10-01,0.0839,71.544
17701,0.28600000000000003,2010,0.11699999999999999,['Taylor Swift'],0.529,293027,0.67,0,3DrjZArsPsoqbLzUZZV1Id,0.0,2,0.33399999999999996,-4.663,1,Back To December,63,2010-10-25,0.0303,141.893
17702,0.649,2010,0.000264,['My Chemical Romance'],0.41100000000000003,205960,0.986,1,5BB0Jzw60KyfSTyjJqtely,0.00148,8,0.371,-2.522,0,Na Na Na (Na Na Na Na Na Na Na Na Na),70,2010-11-05,0.0583,165.981
17703,0.231,2010,0.19899999999999998,['Justin Bieber'],0.552,232720,0.603,0,0aPZbnkMoWJaJ5CNVLCj8S,0.0,8,0.151,-5.71,1,That Should Be Me,71,2010-01-01,0.0334,139.908
17704,0.726,2010,0.35600000000000004,"[""Plain White T's""]",0.531,200200,0.542,0,6MDTpYxPFL0wtFd0pjfKws,0.0,8,0.11900000000000001,-7.721,1,Rhythm Of Love,63,2010-01-01,0.0432,171.878
17705,0.88,2010,0.20800000000000002,"['Alan Jackson', 'Jimmy Buffett']",0.713,230133,0.772,0,5oHHMDcVOmPSFrCgdbHPdb,0.0,2,0.21100000000000002,-6.69,1,It's Five O'Clock Somewhere,65,2010-11-19,0.0372,125.20200000000001
17706,0.35700000000000004,2010,0.0328,"['T.I.', 'Eminem']",0.496,318360,0.785,1,6XAA7T9VHcqKQSzjmXAJ8o,0.0,7,0.0941,-3.472,1,That's All She Wrote,69,2010-12-02,0.306,170.02
17707,0.5579999999999999,2010,0.0167,['Jason Aldean'],0.41,284960,0.9,0,215FCyLSBcXeX0NASXEjyn,1.09e-05,0,0.33899999999999997,-4.249,0,My Kinda Party,63,2010-11-02,0.0656,176.96200000000005
17708,0.789,2010,0.452,['Taylor Swift'],0.568,237733,0.7609999999999999,0,5yEPktRqvIhko5QFF3aBhQ,0.0,4,0.217,-3.987,1,Mean,63,2010-10-25,0.0459,163.97400000000005
17709,0.292,2010,0.0203,['Lee Brice'],0.535,217387,0.725,0,6Ozp6ac86CSHMik8lbvJuM,1.4499999999999993e-05,10,0.17600000000000002,-5.1080000000000005,1,Love Like Crazy,63,2010-06-08,0.0275,78.48899999999998
17710,0.836,2010,0.32899999999999996,['Sugarland'],0.7020000000000001,247587,0.795,0,0JcKdUGNR7zI4jJDLyYXbi,0.0,1,0.0505,-4.763999999999999,1,Stuck Like Glue,64,2010-01-01,0.0568,83.961
17711,0.503,2010,0.0417,['Eminem'],0.6679999999999999,278640,0.8859999999999999,1,0sHW1jXe6Sou3437gJQNGA,0.0,0,0.45899999999999996,-3.4739999999999998,1,Space Bound,70,2010-06-18,0.11699999999999999,142.002
17712,0.659,2010,0.297,"['Travie McCoy', 'Bruno Mars']",0.633,211160,0.6729999999999999,1,2qPUnoasNe4Ep43emVXEig,0.0,6,0.20600000000000002,-6.403,0,Billionaire (feat. Bruno Mars),71,2010-06-07,0.258,86.77600000000002
17713,0.358,2010,5.6299999999999986e-05,['The Naked And Famous'],0.579,246600,0.865,0,25nzKGDiua1lE9Qo5V19GL,0.000221,6,0.649,-4.692,1,Young Blood,67,2010,0.0302,104.99
17714,0.365,2010,0.9209999999999999,['The Steeldrivers'],0.603,229880,0.341,0,2gE58DQyqgsvsK87SWUN62,0.00314,4,0.102,-8.892000000000003,1,Where Rainbows Never Die,63,2010-01-01,0.0264,113.45200000000001
17715,0.648,2010,0.141,['Katy Perry'],0.638,227893,0.8320000000000001,0,4r6eNCsrZnQWJzzvFh4nlg,0.0,8,0.113,-5.039,1,Firework,65,2010-01-01,0.049,124.071
17716,0.14300000000000002,2010,0.177,['Soulja Boy'],0.8370000000000001,236093,0.42,1,2zOWuWdyuMqOoboNRKlJO0,0.0,8,0.35600000000000004,-5.1579999999999995,1,Pretty Boy Swag,64,2010-01-01,0.0629,123.15700000000001
17717,0.40299999999999997,2010,0.0038,"['Katy Perry', 'Snoop Dogg']",0.7879999999999999,234653,0.753,0,6KOEK6SeCEZOQkLj5M1PxH,0.0,0,0.18,-3.71,1,California Gurls,64,2010-01-01,0.0536,125.005
17718,0.373,2010,0.27399999999999997,['Kanye West'],0.599,280787,0.5870000000000001,1,7yNK27ZTpHew0c55VvIJgm,0.0,5,0.16699999999999998,-5.919,1,Dark Fantasy,68,2010-11-22,0.0423,87.99799999999998
17719,0.892,2010,0.639,"['Mandy Moore', 'Brad Garrett', 'Ensemble - Tangled', 'Zachary Levi', 'Jeffrey Tambor']",0.604,191413,0.541,0,0TCt7OFRdD8PQ6vTRQxNgQ,0.0,1,0.16899999999999998,-7.377999999999999,0,"I've Got a Dream - From ""Tangled""/Soundtrack Version",66,2010-01-01,0.0915,134.326
17720,0.276,2010,0.00782,"['Drake', 'Nicki Minaj']",0.606,234333,0.8109999999999999,1,75L0qdzRnhwV62UXoNq3pE,1.49e-05,7,0.349,-4.667,1,Up All Night,63,2010-01-01,0.278,156.347
17721,0.7040000000000001,2010,0.0209,"['Enrique Iglesias', 'Pitbull']",0.6459999999999999,231787,0.94,0,4nVyHATevhl5RC6Qmoko5H,0.0,10,0.0691,-2.8560000000000003,0,I Like It,64,2010-01-01,0.0838,129.011
